domain,query_type,query_size
etf12s.vaz6fs6m.n23l57.com,A,43
ng2.io,MX,85
up6hsdsu.5m073gfe.info,CNAME,46
mqfbpfj3f.gmsv60u.vtdyw.xyz,TXT,84
bg6p4n.f1kpls2lny.net,MX,30
n4u15.6npx351f.co,TXT,178
ff9fa8h.ba51.info,TXT,185
gw81x501.info,A,89
tbfltz.i1d.y4q10.info,CNAME,95
.info,A,222
7gk9ytaype.mlb7.45j4b.net,MX,136
.org,AAAA,92
fmls2c.n54dhmz.info,TXT,86
ykvc7y.8orcoo8ik.info,A,33
5wnm12nau.net,NS,182
.io,TXT,50
8mcwfa.hrlzt.v5i8tka.net,MX,126
rrbsa.jfl.io,TXT,181
8clw3fhst.w4ng7.beb03o5.info,TXT,234
k0b2wy.afcqdq.muwenz04lg.com,TXT,84
whk9tumuiv.i7hrhckg.1ak.biz,MX,132
ei1g7t.com,MX,220
.biz,AAAA,123
rhxp.d4pbd.f2ty.io,MX,104
.biz,MX,201
hcnvb2.io,A,59
uuz0.org,NS,129
olp1.grd87y.co,NS,37
ef5718.stgm6sj.ip7.biz,CNAME,34
csqc70.vt8z.brdpmfbef9.co,CNAME,100
5mf.6evhvrj.rpcd.io,AAAA,118
5qiy6720.71p.co,CNAME,108
becp.wxvx2qy.biz,MX,96
a74.6yzigxtcx.xyz,AAAA,155
bzkgmdx.tj6.krcjxf3fpa.com,MX,46
xbxnr695h.biz,A,227
lyzl4m.net,MX,234
i0q2o4a.gep6r.vi1.xyz,NS,130
qqbzxv5e.8of3v.w0cycar59.io,NS,242
.com,A,45
.co,MX,143
53bagvwel.com,TXT,204
.co,MX,120
tvf0dk57y.w16kkr.akzbuprm4.org,MX,103
.io,TXT,243
rvdgqp.t9o.net,CNAME,88
epyy4hs.biz,CNAME,146
m4o.6avo.co,A,221
xj890r.4z72.xyz,CNAME,140
rhkktq.wn1xxocq.xyz,AAAA,115
qz3l7m22g.r9cgi19cr5.biz,CNAME,52
5umrloc.co,MX,44
.co,NS,248
3zlp2.pns8tk.org,NS,159
xs4m.klf.zx5b6hh7xw.xyz,A,106
.xyz,AAAA,63
jb8k97oi3.81p9p0udz.xyz,TXT,33
.xyz,MX,91
06vgj4.fc5yfam4pn.biz,NS,140
5zs7c.6kcpfk24.hcqnk70.org,NS,93
s2u.eb053vk.org,CNAME,136
9cw0eligrb.famvff.5afjdi.info,AAAA,212
3sahx85.xyz,CNAME,155
c0oembcgag.bri8.wuaw0yx.net,NS,81
.net,TXT,100
xmvuwzyx.pyuzon1ke2.6npm5u2.io,MX,35
y7n.o62.gu7gieaw.io,A,64
4u3y.5ytt7.xtgrh.info,AAAA,50
20n9iaeq.k44jpw7qp.info,TXT,148
.org,MX,130
lwlewwae.org,MX,159
mp3j.p3s.co,TXT,158
gktevii9.bx2eeqk03.010cw6uiyt.biz,AAAA,216
.co,TXT,182
ibm3gv.io,MX,195
8wn51lq.com,CNAME,34
1tsy.zsq9hibtlv.biz,NS,183
83doozh82.bumgu0r7.cvthh.net,AAAA,130
aq1sgl2d.y1nes.hnfe.co,A,227
xczzjl75.com,TXT,242
eg1zjqw.info,A,129
nv8ubhs8ta.org,AAAA,92
pajad.cqtn.zantk3k2op.com,NS,102
4nc9f6d.sha6mt.7xdtqe3z2u.net,MX,162
q3fhcrcbxt.co,TXT,190
to542d.jwbe9yimg.biz,NS,38
cl6oz1.com,NS,40
ig5wt6e9q1.net,NS,69
sy8w92t.wpw6o4z.net,MX,116
7u38d.biz,A,99
kyfs9n4abf.hah.xyz,AAAA,54
f5gr18tz0.i76.info,AAAA,237
k3omc.ev1.l3l6gap6m.net,TXT,165
eiexch.info,NS,190
qe84yunqce.xyz,A,189
boo.biz,NS,188
lszqt.b9aqw.biz,MX,152
.org,AAAA,153
.com,AAAA,147
.org,CNAME,80
umz5lup.lr32yt.co,TXT,30
13wuou.io,MX,78
c3ssi2.6rowh9q2w.xyz,AAAA,65
wt6vzd4o.puvgjvy.3lc3.com,CNAME,99
.com,MX,43
.net,MX,170
.org,AAAA,77
ej7ze.org,MX,91
g1o40.com,NS,104
ddsnrw.qdzjxr.io,TXT,158
omfn7zf9uj.bylda0qx.io,NS,151
wz83.0h1g.rqq9o6.net,NS,213
.biz,TXT,159
3x8h.t8vkt38.gly35et.net,AAAA,226
n433qhdfz9.gss6m.juh5m64.biz,AAAA,184
wawol3ehgm.76syyeas.q02.info,AAAA,156
v73.d7bvbc.info,TXT,183
wrjy.gxvm74osz.x9d4k.info,NS,217
azn6.4gl3.1d6.info,A,44
ogbny5wi.2hh8bddq.co,A,93
lpwjug1dy.whdi.io,MX,239
d3y9awx8.rfdh.s7timq.biz,NS,137
.info,MX,221
.biz,A,209
vx2h52ow.com,CNAME,74
u4lc85i.io,NS,31
erxs4o.xyz,A,66
gbrg.4mr51.xyz,AAAA,209
9e4z.7eyx.net,NS,128
oxj.54wa.io,TXT,205
dyal.net,NS,74
0o7f9mo.6bjixmdfg.yzx.com,A,136
46zupophat.40sz.co,CNAME,111
.xyz,A,50
epqwjlxfar.co,CNAME,84
.xyz,NS,241
.com,CNAME,216
ey66vzp.3z0kg7jd.io,AAAA,167
sfy.info,TXT,245
xeve.22ern7.sw4tges1ib.info,CNAME,97
5e1dilv.aglfp9eas.nzm7.com,AAAA,94
w39.89fcpwdv.z51wn0pbi.xyz,NS,179
.info,CNAME,226
3po7rzt.info,NS,129
smyex3v.kspmt6.co,NS,42
zkhsd3ue8.7ra5.org,AAAA,126
a5f2kee.org,CNAME,249
lqrk.lrfo1sf77u.xyz,A,51
oxe4j8.net,CNAME,31
8xbvfu6f3t.ar9x5ob.1tesi0ua.net,NS,129
2nl52uwncj.h7rofq.co,NS,99
36dtibj5.aad4q.f0t.biz,CNAME,69
36400.b4wl6uaxp.net,A,157
l1tzv.mszmtfo.co,AAAA,60
fe9pgdu3.info,MX,149
.io,CNAME,150
8crz1.net,TXT,171
q5p891kcew.6qga3yd5.io,A,79
dsf.com,TXT,228
kkzrbiqs.vfef9iu43r.org,CNAME,82
7cudaud0e.info,MX,116
e8v5.vpwuh2mewu.8b7b4.info,NS,233
3j94ri7c8l.t7jgbxo4ei.xyz,NS,184
v3ikith.d5gigpaj.net,MX,242
rmoo.6eot9c92z.aqzdo435.net,TXT,129
k9uta8ve1k.i059q61o6.com,AAAA,173
hf7.r98453.rpalmm6miu.net,CNAME,111
.biz,MX,143
bg2j.qiyvj4q.io,AAAA,42
b5ogifj4j.a18.net,MX,181
0weq.net,A,218
y89.net,AAAA,64
.biz,NS,208
.org,NS,229
.biz,A,88
oit.com,AAAA,37
0keql.ltyrdn6o.26nb5vvx25.com,MX,37
.com,MX,32
c35c4w.svekthj.io,A,77
f8qmbw23.pjk70qp.xyz,A,130
.co,AAAA,199
sg46h.co,TXT,220
.com,A,57
.com,NS,130
.io,MX,117
.info,A,135
s3u8ovo.iyw9c8swdd.xyz,CNAME,151
48bqwa.mfrlir2.org,NS,179
8d2oeuyfj1.info,AAAA,187
h5mi9eos4.biz,TXT,235
.info,CNAME,80
5yxd0.io,CNAME,208
9vqa03wcz.wn1kh3j.org,MX,38
h64mpa3n.info,TXT,206
sec.z2otzksl2.d6kgcskf8o.xyz,TXT,32
ushnp801.biz,CNAME,101
.co,TXT,239
oanz.ix026cve.hdr6.net,TXT,213
.biz,TXT,59
1bbga.t1bncd6c.lscfcgo.info,MX,95
idaph.info,TXT,100
fiw9v.io,A,141
.net,NS,126
.co,A,194
.org,AAAA,131
16zj2.net,A,85
462.oybfpuw6.co,TXT,201
obc0.8yu5ojdus.5oy6w.net,MX,208
jq6cnd3i9p.eqs.io,NS,204
e5hzjoc4f.info,TXT,58
lmgirt5.net,NS,143
qn9.qc3.uv34enz55k.biz,CNAME,77
.info,A,131
h8il3.66og.io,TXT,35
z2shu2g8lu.oa2012.aidip9.biz,A,179
gokjt5x.com,CNAME,91
rfao79.net,NS,41
h5qoer7dx.a2kz9yl.vfej.biz,NS,46
7fm.2uzl.xyz,AAAA,178
cckd430nkk.net,TXT,196
ga5ux.org,CNAME,185
.io,AAAA,237
8jewpo.biz,MX,181
.co,TXT,106
fir90.info,NS,212
hi9jvq5yug.sx1e6wro.yal07.info,CNAME,240
gvyp6wqlp.8sn39jjn5p.54rh9.com,A,227
89vtozq.em3gem.zq90n0s3n.biz,MX,210
.co,CNAME,69
3513h3w.m6mb9a49b.itip5.info,TXT,111
nzysnanas.z2vmvn64z.plji.info,TXT,250
.net,AAAA,78
w5np.1ktp5lwh4.b9yzt.org,TXT,133
934sxkl.2668c.wgp8gfw361.info,TXT,71
oyz2eu.biz,A,67
.co,AAAA,210
.biz,A,234
o92e83.org,CNAME,135
o9x1w2qsik.9qrzv.bp29.com,MX,30
fe94gbbfyf.biz,MX,207
.io,CNAME,163
a2sb4x6ri.rbuy8g09kk.info,CNAME,247
k8ieet9hp.co,TXT,157
a9lr.hbhgsvl.com,AAAA,100
.net,TXT,99
.info,CNAME,206
so6twk8b.org,CNAME,188
vk0n.al5898jqd.6ak1k9yavf.com,TXT,148
yxv3fjl.6fr91.org,NS,185
5e7w0r.info,CNAME,158
5r2tn43jr4.j8nxd2.net,NS,223
58t9.fwwypnuw.p5oxm3la.biz,A,246
.info,MX,134
gzg3qoi.75ald.org,A,237
fqckm.zmdxgf0j.biz,NS,187
cre7nh7.ryir66ww.mn403o1.io,TXT,209
pne9b1dvut.6ajeaw4pv.info,AAAA,205
.com,CNAME,191
i1e.qwkk0e.com,A,159
2f4g.pde7yag7t2.co,NS,123
tuksqf.io,A,232
fq4uew8no.net,AAAA,247
sqtyzu.6a605.olas4b2.org,MX,151
a3h624kw.lprzr.co,AAAA,205
2cpu49p1n9.fc2jqlmgf.co,AAAA,48
0827.mt54.info,NS,175
5flf.ofpsnwqe.dtt3qb.xyz,AAAA,125
ttxfkizep.org,AAAA,159
41ucg9tgw6.xld152f.org,CNAME,194
r7k6z53jdm.org,NS,215
n345ej8u83.net,NS,180
.org,MX,163
p7ipuk80.com,NS,57
ji4uokup3.xup0.0fy.com,NS,240
jnmg2161bo.msh928.4v3iav.io,MX,38
.co,CNAME,246
6ov.sfn.0ptvv.org,AAAA,206
o9l.com,TXT,145
.xyz,NS,225
y46qsu.fzzbv.tud.org,CNAME,220
bow.p6mmzfx3w2.jzg.io,CNAME,144
.info,TXT,198
0ydju9.co,NS,130
x98.433ljg3xu5.ds7ax8movj.biz,A,124
.io,TXT,78
8t177deb3e.q22t.xqb05y.info,TXT,50
0uy9kidg.b3i.hq714h.io,MX,124
uom3p0s.dj3wc78ee.net,A,64
lurf.org,AAAA,144
1ejrs.9q0pelkz.exqybomu.biz,CNAME,216
d8mk.ssyvs.biz,NS,173
3xuldz2t.qghc3x8ing.54jd7.io,A,241
.com,AAAA,53
7tp6eq7qfx.egpx2w8e.net,TXT,237
.com,TXT,93
0mb2fgp4ay.81r.org,MX,96
dmqy.mmv.com,MX,227
lts.907.net,AAAA,86
.net,NS,207
uc6ol.mtbz6t.wfxthw.io,NS,104
bsj.o985u.xyz,AAAA,196
mai.com,A,36
hx4.7uo.ggi8aac.net,CNAME,191
.com,AAAA,143
.net,A,218
25m6pw75hr.5lxov19b2p.uztff2a.org,MX,117
xk6.1g8dngd.xyz,CNAME,236
yktynsz.hdbq8z6wr.info,NS,147
m7o.net,A,50
kcj0dsmdrm.com,CNAME,31
ezf0up4r.51m.d2j6nbz8.org,A,93
po9h.net,CNAME,32
feb3z.4n95.bfohrqagl.net,AAAA,118
3hnxt1rz.18l.xyz,A,107
bz7by.gimc.8em.io,TXT,105
1hghms7t.vfbbnt.fkqldje.biz,MX,189
a5w3gpj3l.i6y1gdp.e7zz4yg6.org,MX,209
auutmxnoq.tvnll9.90j47cx.co,NS,194
k01bl5g.org,A,72
.info,A,48
.biz,TXT,99
z78cdj1.mtn5u.co,NS,250
1s3ahtakwd.84dy.com,AAAA,51
.org,NS,246
kydiuqf9.info,NS,71
tt6.9uc5g0.biz,AAAA,231
62lg27x.ci434.net,A,137
m6uoleid.7ol6wl1j9h.com,NS,147
a7dykn4.1t2n.mvd9.net,A,233
pxd1f.com,NS,99
165.tf2x1g2oa.xyz,MX,178
mak.com,AAAA,196
jvz.ywq.t87u.info,CNAME,65
nqlqyqroj0.hl9n2ft.3an9x3juss.biz,AAAA,250
bofqu.enr.dlwmrrzr.io,TXT,250
mcbd7.o7mi.aq6.net,CNAME,131
0y98s.net,TXT,196
lt9awttdw.io,MX,172
0a3fbjfun.zf1yvpvm.fy25j.com,CNAME,216
sllh.p2944.iru7b3lhf.net,TXT,187
.com,TXT,89
h48f9vi.pnetayawo.info,TXT,94
pylr5e.1hqc0u.wkltemwh.xyz,CNAME,250
.info,NS,241
.io,A,197
7dj1m97o.wcn16fhfj.u4foyuajhi.biz,MX,102
n9jjocc.org,CNAME,209
8g5z4z93.co,MX,231
.org,NS,229
a2n2hzv.zxzq6k.co,CNAME,105
vk5746s7.xyz,TXT,238
2ygtnbem2.y8d8ln.net,AAAA,175
6smbkw.xyz,CNAME,169
.co,NS,208
zkmhqn2g1.18wp4i0bg.bh2nzhkvla.com,TXT,191
32ew0ryzs.vmkv.2ns.net,MX,202
a9ztq5.info,MX,196
k1kznmlrba.1ine.com,AAAA,98
lnaumnx07.aifdym.mtq35dm.com,CNAME,177
.org,CNAME,150
.org,CNAME,127
fyoeh24s.libb.com,CNAME,192
tzscqf.yd0z.co,AAAA,91
ypdq4hh7x0.xyz,A,199
sfrrbsikbc.8dx.6awz5fk.net,CNAME,209
9tx1r.l8hs1csme.net,AAAA,244
08c.p4q.ap3fez9pi.com,MX,73
r8mx.lrqov.cht.info,A,43
eojq3z1gr.xyz,MX,95
xss5.1varbs.3r00zkdwxr.info,A,129
f2a3.48ftn.vb3yn.org,TXT,73
5ix3iczjf4.biz,CNAME,158
j7ca.pw19iq.jcvz4eqwx.biz,NS,36
2sz0.mnmqp.em3vf2gl.biz,MX,232
.biz,A,242
gk91bja3di.ax9doba.xyz,A,45
5riyo3.11htd5.rh6sm.io,A,122
q0100t4vxv.co,NS,118
qt9fh.txkz570.o8si7qr.com,TXT,173
.info,A,52
aojq.598s0fn.gfzeej954.io,TXT,51
87qfnf.273.fmj9z0wmnu.com,NS,199
.co,CNAME,171
qal1z.cq9j.6u520.org,NS,133
hkw.rd5aj4.info,TXT,209
.org,TXT,102
2e43w3s.biz,MX,108
fpo.753o55wzqc.68utdvh.net,NS,223
tyx.nucch.io,NS,37
dote.zt1om9q1q.ptulf.io,CNAME,134
.co,AAAA,223
.xyz,NS,82
g33cx.com,NS,107
1xre.p8vui.org,TXT,51
ssgo.org,AAAA,77
7gq6i.5888p.io,AAAA,209
327.1u82jy76m.73pvoyd.info,MX,98
3w4iv.8ju.org,A,235
nikcqvd99k.d0jhxj.0qq799v7k.org,AAAA,78
4w9jrnl.er4vhh.f27actbwm.org,A,211
.xyz,CNAME,55
nhfj4hbel1.org,A,203
.info,NS,117
.biz,NS,229
.net,NS,129
.io,MX,109
aj5oipzcu.co,AAAA,232
l3yym.net,A,31
.co,TXT,141
vcjx466e.mze3.brdolzw89.io,CNAME,149
.com,AAAA,248
97l5pzyb.ya50.o4xgfw.net,CNAME,181
.biz,TXT,214
.com,CNAME,112
x7574qo.org,NS,153
dosjjx0g.j82b.pox2135rme.net,MX,69
wem3nl.io,TXT,60
4hbjad.u7wyb109.xyz,CNAME,211
c9vr5jj3.xyz,CNAME,182
.co,MX,247
id9a.xh2yr3.com,AAAA,157
i67p71cnj.org,MX,213
2mlhmonp3b.io,AAAA,162
.io,AAAA,227
jafnov.0zu6.com,CNAME,84
wufhla2qr.biz,AAAA,135
h2r0bv.co,A,125
jgd37.org,AAAA,143
1gsig4kza7.org,CNAME,33
.io,NS,139
koxxppl.co,A,124
fxiqcz4e0.quuyg5qvg.xyz,TXT,172
yei06m.info,MX,184
ndmyf7yk.com,TXT,156
sgfil8bn.hbtyq6bk.ht5po8po9.org,CNAME,192
eja6ae3f.y2fst0.bh1f8ir.info,MX,117
.info,NS,227
wdh.biz,AAAA,163
.org,TXT,193
qxyd4.u7o9.2ie75d.biz,A,214
saoma0.rh60j.info,TXT,67
yxig775ce.co,NS,141
.org,A,195
32kc.cx8jkn49.624tact.com,MX,200
59pzge4mpe.com,A,62
yp0tm.co,NS,126
87jt3blc.io,TXT,116
.info,MX,187
ubx29cvup.qfzcd3h4l.org,A,42
.org,AAAA,212
ggh3gu.biz,NS,155
jma57thg.sdgv7y1fa.com,A,119
.co,AAAA,166
k86lnqaj.io,A,33
wlj.zitm7.f2u.info,MX,201
jitt.co,AAAA,233
c027b.xyz,MX,215
y7p9deg.wkw5.org,CNAME,30
xaxmnxl.z00h11q1y.k4k456.co,MX,65
.net,AAAA,229
453m0nz.4xni.co,NS,127
.xyz,CNAME,114
hos.z2izj.rytd8t.co,NS,116
w04hk.org,NS,68
fns.hwsuygywpv.org,NS,111
ba1unut.6ujtpyk.info,A,176
by4if.xyz,TXT,121
uz2a7m.rvyluc.xyz,MX,83
6t4.02c41pvd2.ih0h5kqw.co,CNAME,217
1etr.info,AAAA,201
rw5ska.0apms4st1f.org,AAAA,66
yb6x.biz,TXT,166
.net,A,116
kf09gg.6ea6pily.xyz,TXT,227
hsswxlea.5zi8m.psh.io,A,227
tyx.cyxvn.co,NS,58
8r7ig.org,A,75
x0j.dejdozww.org,CNAME,203
vypyejjo.qpspes.6k6.co,MX,119
yoc.px7we.kqyiqrg.com,NS,238
ff9iqlm.org,CNAME,112
pn0tjz9.b8wu9jhtra.ny3j1.xyz,AAAA,110
hod4dkf1.1vbznm20c.3wl.xyz,CNAME,54
.info,CNAME,205
.info,MX,181
ucepdv.xv15ug34v.org,AAAA,85
.io,CNAME,115
092tz.xplwzcl0.org,NS,198
rxu19e.xyz,TXT,185
wxd14.py8x5lp8u5.93v.com,NS,180
.org,MX,240
xdn642f7.qla43.bc5m58224.info,AAAA,161
dc7ckxn8dp.e83jwuaf.g8qruri8k.info,AAAA,230
.org,NS,186
u2o1ze19.info,TXT,73
.io,CNAME,182
f0yvgnnd.vf51o.xyz,MX,146
.io,TXT,99
jd9r.org,TXT,66
pfxrn8p6ef.info,NS,180
.org,MX,88
6w7fpiwlj.94a6pig.co,MX,33
uuiv.5r8.xyz,A,71
3shi0tok.com,CNAME,182
uc5.salh0b.ligmifm99d.info,MX,238
r3z.gnozxwqql.org,A,181
.org,A,214
0xoh.0cy5h2ob9.88o5fd.com,CNAME,128
zccfz1c3xg.m39ulurm.biz,A,145
g961k6y1j.ckknk.hrriiynck5.io,CNAME,174
j7i.8hevj3ecm.net,TXT,126
7sbaw3nc42.mozt8znlo7.s5ur8y71u.net,MX,207
ut3w4d72.com,MX,173
cy89hhbo3w.info,A,234
vk7l.co,AAAA,36
bxsanc7.xwp2dn.pzg.co,MX,249
n0u.zv9m1cft.u2ur34.biz,AAAA,212
hn8xcor.net,A,88
gq41x.ofk.qd8.com,A,135
qi34phvn.net,NS,91
1izp.rxu0h.ehflifa.org,A,205
.com,CNAME,108
s8oy81py.org,NS,190
0h86i.amx88i7p6.9j26yq.com,NS,210
.net,A,167
067xzp4zwg.com,CNAME,46
pv8.co,MX,148
d3xjy7f.io,TXT,153
fflipyx.uezh.attuw37yje.org,CNAME,192
.net,A,131
5zo.1etspbiwje.rm0y.info,MX,112
pccragbrx.io,CNAME,169
7snk4y3al.qs5kgm.com,CNAME,36
.io,NS,160
hhfvi06.fwsjmog.info,A,156
.com,AAAA,53
xidt5f3d.r5m.com,NS,66
.biz,TXT,71
3v31vum.xol35x6j.org,CNAME,47
.net,NS,105
iczeewu.8i69rajsn6.com,CNAME,56
ampr.io,A,54
6jrn.m8ueb.co,TXT,197
bh2.r6vgf2c.org,CNAME,127
pvr.info,MX,99
r5jezik5.xnz2h.bz8o2.org,MX,179
9ezf.com,CNAME,92
pbm847.vkyj.bqg3dsx.com,TXT,250
.info,MX,42
.info,AAAA,208
txl.9im7.io,MX,80
.co,MX,166
zsc.net,MX,157
g962xwhk2n.lrbehn.f1qtuy.co,TXT,221
x4relkaw.539tyh.rkv6u8qn.com,NS,111
l4dj8t.mbl1clax9.hj43xz.xyz,NS,245
9xa.1wbx.info,CNAME,115
o061kw2li3.i70q.co,AAAA,171
olbv51pa4.xgjcnj.ozlih.com,AAAA,194
.co,AAAA,116
tcgd6w.scy96t2y.xyz,CNAME,185
msfmm.co,CNAME,83
1qff5.3pko.org,TXT,185
cz0gqfoi.isrgi.4f0104.co,AAAA,168
.co,TXT,98
p0jph.ncv.l9mi.io,MX,205
.io,A,168
wktom2nq.io,CNAME,219
fsb5kr7z6k.gno4ejm2e.7ieak2.com,A,136
jdegt420tz.net,MX,152
93lf6.org,TXT,211
dotdsp0.com,MX,40
swxyt.ch9y8v.ei7v.io,TXT,44
z4c.iko7.info,A,140
cjh4t.1emrb7.org,AAAA,170
g7fja7.qkm5l7mob.pa82.io,AAAA,170
vdk.info,AAAA,85
hirx.voxopx.jalysk5xuu.co,NS,246
fc6uf.y2opfox3.5pmejc.org,CNAME,62
bnn.qqf.sizfgt.net,NS,33
vnr5.ta242mhplw.biz,MX,209
.info,MX,101
eqeruly.93r3y.devk46br63.net,CNAME,136
rhg1r8o948.yy9g6.io,NS,230
s31xfve3.xyz,MX,118
ct2.e48zu63x.31ka2ussu.net,NS,57
08l188l.om5bq5.xyz,AAAA,144
eqdy9do.m5y.f28.com,AAAA,214
465nn.com,NS,237
.xyz,TXT,138
aioc6yj.net,MX,106
2r245.plq6hz.io,TXT,140
2cc8ben.1uzb4zxs.47r3.xyz,AAAA,43
5jopc4wtyo.6a8t24vw.dsm0nkt.org,CNAME,120
9i4utb.org,TXT,200
pi872jr.com,CNAME,126
kq4xx.io,CNAME,224
fmh5jv2x0.3tjblnq.net,MX,150
.com,CNAME,139
u2rrynm7.llk.info,MX,175
8cce61.ixlj4.cnvl8jf.biz,AAAA,228
.xyz,MX,204
.co,MX,144
g2km4vvf.jgn6k6bp29.io,CNAME,210
48fvy.jiy.info,TXT,186
3yk.org,AAAA,240
.com,NS,167
ygy43pnz.51sh28.9rti1.com,MX,100
5h2dfflet1.jzdane.org,AAAA,101
8tvd.wf4bk324.g4y.com,A,149
vsk54j.org,CNAME,163
f5y.19uddga.ilbm16.io,TXT,88
lk6o.0a1tb.net,NS,89
abk1fms8.bbvfx.xyz,CNAME,66
xozt.t8v.net,NS,118
gwwp9a2pv.biz,AAAA,46
.biz,MX,201
4qum.biz,AAAA,73
lzx.org,TXT,146
1qyu1.wqxbolnbdo.io,CNAME,33
.net,AAAA,113
tx7g5is3.wd8.io,MX,55
lguxa9qf4.0h7g.xyz,MX,248
8ghe.xyz,MX,60
.io,CNAME,59
mv5fa.l8py9w5eb.net,NS,139
j7g.io,TXT,31
.io,MX,79
o4sb.n8u0mpmf.biz,CNAME,201
5jw3a5bfbf.34b9156xl.0jmjd.biz,NS,156
a9wmof38i.co,TXT,153
t7z0m1.70u.co,NS,209
.com,A,36
elc.iboebr2u.org,NS,198
fw6de.xlar.io,A,38
tjt655zd.9vyvaarsc.com,TXT,34
dp5bu.ijfuqfkv.defmm71l.biz,CNAME,90
lcn2q2g73.sa5tw3ykg8.s335ivig52.biz,NS,169
.co,MX,139
27euxmjze.a6kh5zp.vg08i74xfh.com,AAAA,56
35av2.sm2.0wszqgw9r.io,CNAME,207
tyd5sjd.io,MX,73
u3ipv1.x26k9prgsw.5v587d1m.com,CNAME,139
xp5csjyzq.g8d4w0.wj7z6n4r4b.co,MX,94
aos.9red.iesxl.io,AAAA,134
.com,NS,240
1udz.6q0yydwu3e.foooi.com,A,249
j71nl4tvs.ehbi03h.biz,NS,30
4i8gjnht.a8imaa7e5.9er1e.io,CNAME,110
.net,AAAA,169
oqcsgm8qw.xyz,TXT,240
fs2lhxnnf.biz,CNAME,62
.io,A,194
.io,TXT,196
uvbu7qb.biz,NS,197
8liqzia1.04fkyuwd.47kc.co,NS,206
gez939.jrt6e0l.io,NS,123
tb4j78.4gl.cqa7of.co,MX,181
w750jrv3f.d1xg9nyz.22yzxozt.com,TXT,241
ycwoeu8m4e.ekv.oneh.xyz,NS,33
.biz,MX,45
7som.nnoq8mo1.bevn.co,TXT,238
awrkkpo.xgf.org,MX,239
j9auew93h.aqmaxpcze8.cgpsvy.info,A,181
up6.qroh7e3ch.org,TXT,132
.org,A,77
.net,NS,157
.co,CNAME,228
.com,CNAME,83
u636b8nj.y9h.net,MX,56
22ab.awbo4.xyz,NS,167
bh0eu7.7xls.info,NS,73
do1a1.info,NS,145
88ck9qs34h.hadap7r.mx0.io,CNAME,153
9ix.s3kc3.io,A,136
rx1ce.info,MX,191
e9opdb.2bqn94bt38.info,AAAA,57
anjio66m.info,AAAA,49
0cf0tgfsxj.xyz,TXT,219
kkxhvzrxz.io,TXT,152
flxxr.org,AAAA,52
jw6pgp.7p108q1.pe4y.info,AAAA,209
.io,NS,90
2h9ew.3bpm.net,CNAME,240
cijacgn5.co,CNAME,239
.biz,NS,218
.io,CNAME,38
ckwece3h4k.io,TXT,74
zdd6h26.grc.io,A,90
nff50.4sdzxhr5k4.ibo.io,MX,108
.info,AAAA,49
30fub1a.org,TXT,124
ifiypv.io,MX,172
g44p227.net,CNAME,138
.io,AAAA,250
o6w.q0i.1572ca0.biz,AAAA,50
l8zdsjsn5k.org,TXT,53
.info,CNAME,105
.xyz,A,113
.com,MX,90
v7umg2qxbh.7folc2wy.d64wcg.net,CNAME,31
z34qjs4mf6.biz,NS,126
.co,CNAME,165
jj1uey.xyz,CNAME,182
7kq.dwdlfi2nd.xyz,TXT,125
0fzo5vm.info,MX,195
nb12mz9si.bxz3azge.lfz.org,MX,36
lmy7.g4m63qtwa0.c14oobvf.org,AAAA,68
ejt.t8g3.org,AAAA,177
.co,NS,250
vos.u5pcyic.x5p4xdj.xyz,CNAME,98
he1.co,AAAA,97
8spp1orx.com,TXT,44
jpjl54g2i.0gkbk.5is54z5.io,TXT,32
.info,A,210
wf3d5km.g80ut3qa3.bakd7.org,MX,170
.xyz,CNAME,216
nmq.tlovyhm.co,CNAME,77
e5for.kecm50.biz,TXT,32
przsck.fjl0hcxco.w0uh1gd.org,MX,84
fqx32.js3z.7y7fu.xyz,TXT,109
fofbibyvy2.dwsv4r8uxd.fyf2.com,NS,65
hwgbp2.jwj1cc.hl0udmomz.net,AAAA,155
a5q.aoca3ju.bc2zd8.info,MX,175
3yewo0f.giwu71.biz,A,247
thz.w076pei.biz,AAAA,76
l6czz.ios7lv1s8.dn6zsoi.info,MX,123
.biz,AAAA,211
6ms7ox5vi.com,AAAA,194
xidy5lq.info,TXT,198
.co,TXT,57
ghn6s0g1g.0a7x.ypqsempxz3.org,TXT,53
.net,TXT,57
.net,TXT,215
.biz,A,124
.net,CNAME,244
ib2so688c8.0p8x0l.co,CNAME,58
.xyz,TXT,171
b1chgn.01pu.wkf.net,NS,89
owm4.i2cbuzgyn.biz,MX,60
7gqpgy.vpdlxb5.qm9rrd6.xyz,NS,246
po1rnfkzig.7foeltrq.biz,CNAME,49
3ta5q.w06s2ty.biz,CNAME,108
av5vwinc.org,TXT,47
pfphejhk0.xyz,MX,108
nt6ydwx.co,A,63
flk.a1ylc7kmw.krngnd.org,AAAA,206
.org,NS,106
0mf84cxk.nrof.ew3w.org,TXT,120
puwqdc.ie44krf909.fftu.io,NS,126
qcg058xu.1llq8.3ug.net,TXT,59
72pipu.net,NS,42
4qvvvemxiq.info,CNAME,161
e93e.tour5v7.h6c7gh.co,A,74
ps1w96.9s56yawp8j.b4dcc9sr.xyz,NS,250
yuod76nnbv.ck52.ijv.info,AAAA,203
tk10w4.pxgu.je0za.xyz,AAAA,207
.io,NS,131
7zofensss.net,CNAME,225
tbi.dquzoak5.org,MX,218
