domain,query_type,query_size
b531o8.fzr6jl8.qft59r.wzkw5jdn.biz,TXT,117
t8qkh.2j5m.m1o7e.jgewkyej.info,A,50
hart.com,MX,250
dpovecc.5nk.xyz,AAAA,43
W3C5jvz7wC.SPkeMzqWQ8.bGi6wCZAad.gd8m.tunnel.com,A,207
dXLyc5FcMp.BZxo7ragBW.DMgn.exfil.io,MX,145
4auniutg.kmsrva.xyz,CNAME,170
pratt.info,A,151
G5gY7McqYa.FlmGfUV1xx.eFxB.exfil.io,CNAME,59
shepard-fernandez.net,MX,229
mcfarland.org,MX,230
reid.net,TXT,159
ETlWaMs8e9.z5JDbCTh35.jwrdLbNkmI.iXiEOCUimY.tunnel.com,MX,190
moss-reyes.com,MX,145
padilla-turner.com,NS,78
VU8Fo0RrCV.18mxDnAQGh.516e57RqZW.USV584.exfil.io,A,135
VynGTsBL7e.ZtZl5WXOpr.sHV9Td2Qxg.ZjFIIGTDNb.exfil.io,CNAME,172
v5E4P39TUx.vzhP3FwUN1.VG0PsY.exfil.io,NS,210
3kpHsOSz7W.D74UHTSOxY.ZEHBuGWmlE.OkK6Uj68ks.exfil.io,MX,187
EjAVbV9BGE.gyTvHbcCOH.57wk8TqwUC.wkRt4w226.tunnel.com,CNAME,151
taylor.biz,CNAME,43
paul.net,MX,181
ai5.7f71uh.pq1r.2umte88.biz,A,114
DQBcF4dRAT.Dg9KCK2bUZ.vBXWaO83b1.udB8Pwj.data.org,NS,57
By57RlfooU.48l17KJR4y.eGaIAeZQ.exfil.io,AAAA,139
lara.com,A,30
jackson.biz,AAAA,137
johnson.com,AAAA,208
l1bmoz.v1nfb00.totr7i5.info,CNAME,133
rwDahgyJmG.gIA6rZgmkg.h4xthJvhO6.b.data.org,TXT,162
7KFYIyh25k.dmvAtikYu3.Z7n.tunnel.com,TXT,98
smith.org,A,208
uyei6POoKd.7mS6L3QaB1.bA0E7sSESi.i34dx2e46.tunnel.com,MX,114
3UBgaHEgnO.pkGlj0mwLa.64HkuYI9.tunnel.com,TXT,38
gibson.net,AAAA,224
wb79.e9o.info,A,46
fischer.com,CNAME,138
smith.biz,A,199
VkPpkUBqtr.gvROMV1AiU.0aXrL5cp.data.org,A,203
pace.net,A,200
valdez.com,AAAA,205
garcia.com,AAAA,116
flores.org,MX,181
iw3.ycoig.b1c.biz,NS,88
fs13kbz0.kfyt0t3u.pe6udtuh.rxq9sv.biz,NS,126
robinson.biz,CNAME,96
10jcf.o4ppcyf.aaqt.biz,CNAME,94
v331f.68ptj82p.biz,MX,38
4EKxzLHHbV.KSmYG2IR1l.NsruyYNwVg.J9hAJqJ.tunnel.com,TXT,147
A3WBvaFNAV.QoVnATPL7V.mSo.exfil.io,AAAA,115
b0VIvlaKG7.4PLeXkpjC4.6r04J.tunnel.com,MX,116
mills-skinner.com,MX,223
eOhih02O0E.bhq6dy3uqh.tunnel.com,CNAME,186
harmon.biz,AAAA,250
roberts-rowe.com,AAAA,111
smith-lopez.com,TXT,48
howard.org,CNAME,96
elqO4vVnQf.oE3A3l2m0N.5jkx.data.org,NS,188
jones-velez.org,CNAME,78
56zfa4vz.izpg.kyjateo.uay.online,AAAA,61
dalton.com,TXT,183
M7L8tnhbWr.nZGZEDDtLW.G.data.org,CNAME,233
campos.org,TXT,170
merritt-holloway.com,NS,55
murray.com,NS,179
tyh9mc.cmh.xyz,MX,182
kXLb0lnXIc.ePSSDErnXH.XPsruw.exfil.io,TXT,88
wiggins.com,A,225
melendez.com,CNAME,189
jdcp1.jvxe0m.x9z6mpq.online,NS,169
mrdq8t5.b7g6fus.kbs5buq7.biz,CNAME,33
nf71y09c.4o4tzc.bn4lr.kbze74y.online,NS,59
vmPpXDv9rQ.gexq82KYJs.jrJKadOld.data.org,AAAA,198
3ue2.iiw.info,NS,236
a6j5OS4mwQ.FlfW086q45.KmwFGg6mLk.qqX1cNHSv.exfil.io,NS,151
cox-howard.com,A,106
lucas.com,AAAA,40
XMQyNxZCsP.RJ4R6YS378.bjHuDpgP9x.f5LoS.exfil.io,TXT,151
nsuusyvy.d6jw0mo.wbzw7ir.online,A,192
ivbj3.4a2a.tryeaq.il5.biz,MX,102
tapFNDy8gK.9mYEU9grAX.tMpfVMJWNe.N.data.org,A,120
jsa173.o9gg85.iz2.biz,NS,116
roth.com,AAAA,106
asodsxi.5bj3omg.ncxf16.ex9.biz,NS,244
t0NaMiTU3G.CmxIHeXNhI.V5yK5nhz3.exfil.io,CNAME,108
41ems.d2um.19fu6c.irrou7z.info,TXT,234
turner-wilson.com,AAAA,111
DvYccvJ3Jm.j4GJJT7Jqr.w5a1zhV7qI.jgGNS7gi.exfil.io,A,181
clark.net,A,164
669.e5eb6f.info,TXT,66
robinson-lambert.com,A,227
tl879yZfkD.ZWQsup7M7z.exfil.io,NS,79
xqbexs.s120y7.g3yynt.6cvt.biz,NS,104
3Qigzkleg8.jnB1Aph1i4.AP.tunnel.com,NS,227
bates.com,TXT,144
3Onl4wKFWi.iq2jJ0dJUG.R7cftePA87.d3.exfil.io,A,185
wright.info,TXT,242
smith.org,AAAA,200
scott.com,AAAA,204
ow14tpr.rfv.dphdf.tm6b4v.info,A,33
gonzalez.info,TXT,122
cIr1DyICkj.w1QLuAy48E.phuKhQWCB.tunnel.com,NS,159
woodward-mitchell.org,MX,167
hwwUquO6IH.iP1rQ3UEVH.WbQKVFarws.YH.tunnel.com,TXT,69
long-barrett.net,A,30
5z18tr3o.nh6a8d.142.8m6fg.biz,CNAME,227
dVO8pud4iR.7IqaSEaRxC.avBx0E.exfil.io,TXT,235
hunter.info,MX,238
villarreal.com,AAAA,87
gay.com,CNAME,109
HvfxWMOTeS.m8YkAEafoz.5GGPpTU9h6.V7w6ytybo.data.org,AAAA,70
m8zf.7be2z.biz,CNAME,200
scott.org,MX,156
nichols.com,NS,68
ruiz-clark.net,CNAME,194
proctor.org,CNAME,117
ray.biz,TXT,135
xp0k5x50.ha6c5.mkpgjpe.fbsi2k.info,NS,248
walton-sullivan.com,MX,227
4kpgttp.l2fyis8.7iaypeti.xyz,AAAA,90
grwd4.gcj8.info,MX,51
cohen.com,A,137
thompson-hodge.com,CNAME,30
wc57bi2x.eijws4hh.zhdwn.luq4i.info,A,155
ford.com,MX,238
ri5rx.gohwq0.xyz,A,174
smith-williams.biz,A,188
gonzalez.com,A,180
wm2rvdwm.tsw.xyz,A,157
O9OKAtxhKk.iZz8ES8IZJ.2BcA.data.org,CNAME,97
marquez-glenn.com,TXT,68
ncLPAFpZlh.ZINfi5NpQX.b6NFnAx84g.12lE.data.org,CNAME,164
l51m.ou6wh0.biz,TXT,123
robinson.com,MX,234
warner.com,AAAA,83
zsjHPbY9iZ.f79qf6CL2t.Z.tunnel.com,TXT,198
gpayo3CPXl.P8FCZzc6LO.h.exfil.io,CNAME,72
duncan-pittman.com,TXT,45
pp32qmpp.kvc2.y5zwn.xyz,NS,231
davis.com,TXT,88
reed-conway.com,MX,54
lou.7ivcnglu.irq0264.xyz,CNAME,139
uFj84JeGEX.4U3H28wY5M.teh3bh.data.org,CNAME,141
6Fsi2GpzHF.AWYcrDXBEs.oM3y4IJwZh.65dI49.data.org,NS,183
0QZRDnhYFR.9upOl4A7gv.v0QS.tunnel.com,TXT,212
1bdvZbt2GJ.s9K9R8M124.wyPIjG.exfil.io,AAAA,118
6qb.xe3870e7.75m.online,CNAME,108
wood.com,NS,223
b79Feppsm1.NXx6YUjyQU.qgED1IYrZD.dcZeWYAxjP.tunnel.com,AAAA,119
3vda.77mpv.8geuf1r.info,NS,97
hfg.vsnm2.oehjtuoi.4ctupohi.info,NS,227
cook-robinson.com,TXT,235
l54oa2.uv18fkxg.xyz,CNAME,183
fiy.j4xa7eeo.xyz,CNAME,146
finley.com,TXT,210
alvarado.org,MX,98
curtis-williams.com,MX,172
schroeder.net,NS,57
ndUlfdr33O.lv6MzYhzvE.VfB.exfil.io,AAAA,228
m2FxqAEhMH.Bc0ZboOTSI.g7NLiNFfWl.B.data.org,CNAME,91
p8ymu.u9cy.0fb3.xyz,MX,73
rpgnzn8o.gmqbv6n.tg7kl6o.r3q.biz,CNAME,118
mir.v5pqj5k3.93uo.ra2.online,TXT,78
lwsx.db93.nrh9w.online,AAAA,82
LS3UT8rpG0.kU3H595WgJ.kOgl3ezEGg.Jyh1hG6.tunnel.com,AAAA,175
6si18.z6v38.f4kxwwd.5a75dn99.info,CNAME,166
zavala-mason.net,AAAA,163
gpz08exs.mnu.p66.info,NS,96
barker.com,CNAME,82
page-mcclain.net,AAAA,204
b6bd.zshyyp.8s7.info,AAAA,119
fL55ohCYRT.c8KkFVIWy7.aOfXuV8jRY.K.data.org,TXT,244
cantrell.com,AAAA,175
kramer.org,MX,153
houston-carter.biz,NS,152
rsiSLI8XLt.ahLwa6jmnT.exfil.io,TXT,241
0jTDcGks8B.LhMVPFu9eq.mL.tunnel.com,AAAA,76
davis.com,TXT,81
garcia.net,TXT,173
hu5r0.9moc5zcb.11q0b.xyz,AAAA,118
xPGOsiJV4w.TM0brS9tG9.U7xNTNrrg.exfil.io,A,126
HvGTmvXCrF.9AC0z37ypE.f63oWTh65S.ES.exfil.io,A,162
butler.net,NS,30
8ee0j.bkzi.qif.xyz,CNAME,85
yosds4y3.5zj6f52z.info,TXT,144
XnJIBO595X.hzEmwLHM1G.LW7S3HH8Z5.tunnel.com,TXT,116
GtxYxkzDgy.ExfKBMPYS5.U4TguCxSLK.AaT1tl.tunnel.com,TXT,237
xgn.aayrany.biz,NS,149
moore.com,NS,112
20G6nMd4Ho.7zsTWvnXhG.zQOAVUz81B.7bA.tunnel.com,NS,176
walsh.info,AAAA,159
oO083cy8P3.JaNAEkkOnP.Ljk3cq5UDB.qC7j8Wpcx.data.org,AAAA,111
vht54a.8a6h.7pz.xyz,MX,238
fgppvg.xkg.rusacs5r.3kp8jpzd.info,MX,219
peters-gomez.net,AAAA,112
dDE7o8oNdm.I5flNcf2Jd.LklBh5.data.org,CNAME,68
h8QfrqjFuv.BfkmnRj0iX.RABghQWd.exfil.io,CNAME,157
DUcIWILJDS.XoJY4LRPRs.TVQSPbWfDY.sDUuvpyV.data.org,AAAA,118
oconnor.com,TXT,143
ps9ue.5vw.kl5g8igi.info,A,178
rb281.y03.biz,TXT,38
klssg.8i23tvjg.zrb65.52r0ff.online,A,144
rice.com,TXT,189
vxvh5o.twxdi6rm.info,TXT,232
7bcyBxTvxB.vfzkavzlcw.9T8mfdK1uv.MmeIYOUP.tunnel.com,A,249
campos-morales.com,A,248
cook-walker.com,NS,32
lopez-murphy.net,NS,48
ewy0s8yf.2xxm.j2io.xk8.xyz,A,223
m2oHHszmtY.aQ2ukFwl58.5jYfdO2k.tunnel.com,AAAA,245
parks.com,MX,84
TM8ArmIPAF.yDZ6EEp5EM.SoELKCB.data.org,A,197
ijar.63c.3gpjdc.d4njham.xyz,TXT,234
qtYAY86UaQ.nWuREBKQwr.LCw45zSn5l.t7WuiSKZm.exfil.io,NS,92
F7ZAKAOTUY.TIQeCe699f.ldUwxWyC8x.AGU1Rkb2.data.org,AAAA,137
ij6.y8a04.xyz,TXT,189
a9ul.j69vs.biz,A,158
usey.0kmsb.biz,AAAA,31
SF6v9wkehb.71JqI3uUI1.K2CV0zQe02.6.data.org,A,53
b1zv3.wl4wer0i.49pp5t.online,A,57
9rzb0.x1qhm5.biz,TXT,78
ford-mcguire.com,A,164
ruiz.biz,AAAA,225
b31olcr.4z0f.cfp.sq7y.biz,TXT,111
moore.com,MX,35
nnBAV4Dhth.yNxRh8DoR1.E.data.org,CNAME,177
cervantes.com,NS,175
9sy14sk1.lyqjva6k.rk8.biz,TXT,149
vargas.com,A,215
ju2s.2uxb28x.15mvaw.biz,CNAME,158
mqr7tog.h2hyif.kqi.vq44yl.biz,MX,116
uhiSMyjfpa.BHi9kmYPWC.0phg4rE.exfil.io,TXT,65
allen.info,A,245
47f.rp3e.fodi382.xyz,TXT,108
35pvy.257.xyz,MX,190
kelly-mahoney.info,CNAME,47
russell-lee.org,MX,98
igfad8e.q30s9ik.57jkxdtx.c3yeq.xyz,MX,37
palmer-morris.com,MX,95
young-smith.biz,MX,129
Cgm4njQjda.nQVhrwz7Oa.L4RcmhNezK.yGo8.tunnel.com,AAAA,188
Aui58j6csO.TUeSsZOgAo.m.data.org,A,75
dkPke0IERh.m12eTTLEFM.jDlIBoV.exfil.io,AAAA,243
KoDJDTpX3J.pJJo9qNuPR.xfo8Hl5dpq.HW1wd.tunnel.com,A,223
JmrvRF9uqu.gYNUWRbZ5P.8SepK33zIs.KovblHGCpc.tunnel.com,NS,226
ngp.va5.biz,CNAME,155
8944.qz1u.kfy3qejd.biz,A,185
8ippkqc.z8wb95om.8cf1hyq.online,TXT,197
S1yyUsZoiM.WQ2e8UthyB.YjTO9m64wK.rm.tunnel.com,AAAA,230
rf1o.a3o4.info,NS,180
6hfxd.u34n5s4x.nsuhn.de6.online,TXT,174
o9on1.pjclb9.766u.tjbdsa6.xyz,A,131
parker-obrien.com,TXT,209
7j11k0.3fgsw909.rdf.xyz,AAAA,88
anthony.com,AAAA,172
SKsO8XYvKH.J6bEFwamxP.n5xXfPgY8O.bzfhcPb3.data.org,TXT,41
9YWUDQFTO9.iUDgH9PGlw.J0RNYLQ.tunnel.com,TXT,92
lee-anderson.com,NS,197
edwards-mcgrath.biz,A,108
foster.com,CNAME,58
matthews-rodriguez.com,NS,126
gonzalez.com,AAAA,208
pvg14ka.9lqr6f.75lg.online,NS,222
RGdeR2OEKN.Ldy8gbaDeY.x.data.org,TXT,44
txtc2.5sywyw.info,MX,97
wa4er.o5iwszo.3ccgohb.6it0w.biz,MX,66
8rr4B4yvnu.OPKQ4euHmj.C3nf.data.org,MX,224
AnKZcswJL2.hzNX4OAaiG.wSJ09YCvqm.data.org,CNAME,147
Tb26YiTBi2.ksCoLbPq9R.w3prMv6rgv.cJXE3Jr.exfil.io,NS,74
j5GvSFwOIk.S6vuFIEBU9.TcVY6ehLzx.Ny8kY.data.org,A,179
odf4Byv8YG.ELvCAlnxty.oGSkxMdt8B.m9cg4zxM7.tunnel.com,NS,199
iFecBDfMrY.XZLZ2GRTF6.ynlfYLugGB.HxkyZ.tunnel.com,CNAME,47
ZgqAQrE07j.RmnXo0NSGe.u02aiJExGT.UuQI.data.org,NS,37
yeHkbddn1G.EoMiCKlebH.U5fodmS6X.tunnel.com,A,182
aYlhIaQXNT.adurNdRnT2.ZozMTDTk7b.4uvMd.exfil.io,MX,167
muz.affui1.vw1h8n1.m2z2j.xyz,NS,39
elliott-marshall.biz,A,243
daniel.com,A,44
riley.net,TXT,42
b5qjj3.ki986kmv.idkkhj7.d8f3s0.xyz,MX,63
aEqdc61zk6.4Z2hD5kbEA.hGxIxr27t9.nmzwxF9v.exfil.io,NS,135
rm5sdnha.n322xw.wnjwywv9.xyz,NS,63
xofcd85.3nr.u8jcm.biz,TXT,61
hr1.lt7fv.online,CNAME,202
d3qs.9wd.2w8fbaa6.0vk.info,TXT,131
sanchez.com,MX,161
williams.com,A,125
avila-thompson.com,AAAA,48
ep7s51.n2uj.pgocpt2.info,A,153
67ohnih8.txpi2ur.jrod5.info,TXT,204
patterson.biz,MX,186
qJjtwYpF9J.9CfJUoRBA2.dvqVn6FNnE.4A.data.org,CNAME,173
newman.info,AAAA,50
williamson.org,A,140
D4bQpHwyP4.HLuAMkCMEE.SWJVZT.tunnel.com,MX,250
8o2.jxe5.49o3.xyz,TXT,112
fk6x.2ts.1oo6.eqc3bdv5.biz,NS,58
BqdjIH8M4A.IgZ1y4XmMM.iX6tem4iqv.uMM.tunnel.com,AAAA,143
1VcQF0lweg.26oeoN5lNN.99sTEOaL.tunnel.com,AAAA,187
iqaDcPwJaQ.MAL6EzLeqq.eTrke6.exfil.io,TXT,69
cpy437v.4fm.kxo3o.xyz,A,49
gray.com,TXT,65
crosby.com,CNAME,41
johnson-harper.com,MX,209
JgWbEpBRSX.Wic5J8vbcR.rjsR4Os.data.org,NS,208
whd5tzb.i5vz.info,TXT,171
FeCOLyhzHF.LRJxewGt8v.uidYdm.tunnel.com,A,130
smith-johnson.com,A,35
wdovl.d352.m7vh.vvq4qvs.xyz,AAAA,91
qu9h0p09.oyva6ngd.o493e7.y08uyn1.xyz,A,82
cihsNfRlZb.fZ6QwRSkdt.t2X0pMYBS.exfil.io,NS,160
N1dEZNxe1W.uCeEGE2cjg.S.data.org,A,240
huffman.com,AAAA,188
KtjDGtkq24.tEKfuScKIF.8Dn3JO3kc2.UBt.exfil.io,AAAA,231
ferguson.info,TXT,81
9TO5WRdvEc.pL6q5pqTJT.DJ5mhz1NP.tunnel.com,AAAA,134
collins-thompson.com,NS,205
2gcs.pk2v.xyz,TXT,169
Lk4b0Dzodm.sCR1llVnoN.EpNhHjD.data.org,CNAME,55
holland-ingram.com,AAAA,167
McQcQTVIui.jn4Omn3Uhk.CY.data.org,TXT,105
nelson.com,AAAA,158
hartman-brown.com,A,147
mlb.hw15a.4widrr.biz,MX,80
krause-mitchell.com,TXT,240
5QMpcKhBhk.7xokLkuhDB.i.tunnel.com,MX,187
blolddat.vor.bg9.1b01r.xyz,AAAA,72
garcia.com,CNAME,220
6qa9tkx.84j.jzvqra.xnmajs8.online,NS,147
makey.pl3il6o2.69h.xyz,CNAME,58
a6091u.o10x.14uqm.l5x.biz,TXT,134
castaneda.com,TXT,84
3VaxsP9KbH.8MHWYqkICQ.yDq8EBG.exfil.io,TXT,71
schaefer-hampton.com,A,176
KOMGoLqQz0.xaCQ0aseha.JIhjisB7Zh.nVlRqE.tunnel.com,A,96
sPmSccRG7j.l1MGFUVcTq.XUPzUswqK7.dj.tunnel.com,TXT,89
e4OLAreonc.5CqgMzvnv2.Ap91sc2tw.data.org,A,63
kennedy.com,CNAME,36
8yQWgyQ7gc.mkamVCrseI.K3SKWP.data.org,TXT,115
dxrPrWkLH7.sHKWwzBv2D.rEd2V8.tunnel.com,TXT,119
marshall.info,CNAME,69
qiHkr0ObHB.qZjTruNR1R.ycI9E014az.QB0zj8.data.org,CNAME,210
king.net,NS,112
s3a7ek7.bphm4.online,AAAA,73
aMiJjT8B9Y.h9LT48ZJwM.Vii6HvBfFk.tunnel.com,CNAME,235
mitchell-bowen.com,A,175
h2q1iu0.slnrk0.f3wf.e4y0cq71.info,TXT,217
hHqUbgkZmb.QL0a6f5Jw4.Bk1FJEiGhc.Vtzt0.data.org,TXT,70
5cRPyhK5BY.oQdozzBQyw.VFpeDhs4NB.Hw68ou0W.data.org,A,186
w82u2z.av5.5ia0.wph5.biz,MX,67
21fd.jbkl.b58vui.biz,A,57
t04.1x9u6tj.u6nox4f.online,AAAA,32
fz98orer.zaw.osjhq16.xyz,A,73
marshall.com,A,131
dbb.a34dkr.46ew.online,NS,110
b6pFQw5vW8.Ureagjw49n.s3qQX2rz.exfil.io,MX,52
washington.net,CNAME,151
RmYF5OGP82.0R4VPH7xl1.4mVMueNv23.z.tunnel.com,MX,210
f3o.qhnt4.xyz,MX,107
foster.com,CNAME,186
aE0bn9wIUO.4IThrGkpfQ.4O.exfil.io,CNAME,94
bb40v.7dq.xym.biz,A,163
hernandez.net,TXT,76
b1uinxu.s5t8kfg.l0y4.info,MX,55
perry-peterson.com,MX,223
pjHiW3M9cl.Jg6b0PkymB.H3wCUPj6.tunnel.com,AAAA,101
curry-hodges.org,MX,82
KxTTOLXNuy.ROEZVtVBgJ.ARhUELXbXI.R3.data.org,AAAA,196
clark.com,NS,188
rivas.com,CNAME,108
r9mpb.opifqs7.8w3rjvs.b1p.xyz,NS,206
dean.net,A,184
rodriguez.biz,CNAME,237
q4x.9849.cd8.biz,AAAA,50
izw9PydQQU.gA2XjFDfj0.Re.exfil.io,A,170
wells.com,NS,160
pvkc2gem.5tc3.online,NS,222
BaJ1Hc12Xg.NbPDWtI2ix.kpzw2.data.org,CNAME,77
salazar.info,NS,249
olcg.vmk.2mgfwtlx.info,TXT,133
b1t9.8v1bi.fyhum8k.online,A,107
6zsi.ox2p89xo.online,A,150
wright-miller.com,MX,176
e39vosl2.bu0d.xyz,MX,125
hab.8y16z.xvnc63dq.541lb6g.info,MX,166
1jPKYLkabM.ApLWTALebB.x1cphJ.data.org,TXT,241
djy.sreexx.xyz,MX,216
becker.net,CNAME,239
villanueva.com,A,121
2ebthumi.6w3bfua.thl.xyz,NS,149
moe.xr97u.0aq4ng.online,TXT,205
vky1g.k2fxh6bd.info,CNAME,69
e2oAI0lQOW.NS1a5pNqkZ.6QaWzZt07e.Ge6.tunnel.com,AAAA,167
cook.org,A,210
Z7KYJ4L08E.MVklQ51M0G.vQdrPJF8jE.exfil.io,CNAME,195
QQksU25VC4.KiuVysQqcX.sb9.data.org,TXT,111
smith-anderson.com,NS,153
GJkhsjJSqr.iVGYC9JL9j.o5qn2VQXYZ.X6j7.exfil.io,A,62
o24b1.tq3ijg.u8s0dq2x.diz2.xyz,NS,117
2OEKYS4v4T.XNlxMFbfQM.Mvdljh3uQg.7z0w6dSFWA.exfil.io,MX,44
294639he.x4hiuzu.online,MX,128
r2wa.z5epi5k.wtz8p6.pkbh06wi.online,NS,225
mYtGVEVlIw.cdcui25MyL.e1.exfil.io,AAAA,138
alnl.rgh4ngr.biz,TXT,204
perry-hodges.com,NS,75
KsvaN2WQml.q3LoOqjGOE.OHCYOHTLmP.RmmUzP.tunnel.com,A,88
smith.com,TXT,222
PNdY724gfz.kHsrOSpjP9.PZ2ePSt5kM.f36A09B.data.org,AAAA,63
wysfzqfB6S.bnIZQued4F.1c48pVhkqF.V.exfil.io,A,66
eLBJWoeNry.GMxK0T9Sgp.Sc5sNSFDbM.PGON0U.exfil.io,A,146
vb6.7pxx2.online,NS,121
stewart.net,NS,147
YQv4DQk8q0.6XS5wP2DrN.j6zA74IReM.T83.data.org,MX,128
baker.biz,A,250
1TmxhjPpmy.wUgFRGdwzY.mP.exfil.io,TXT,121
bush-sheppard.com,AAAA,80
bowers.com,CNAME,37
barry.org,NS,222
6BAVMNQMBw.ya5XANZNeh.Ecs56HgC1.tunnel.com,MX,105
roach.info,A,132
obrien.com,NS,209
gUOTtojMiA.Ko8JAX1DM8.DE.tunnel.com,A,205
thomas.com,TXT,81
stanton.com,AAAA,59
Tmt296v5Xv.uv9MzTs8wK.07BT.exfil.io,CNAME,222
ySZeiBBTOU.LYD68oDQEs.pahqa0AIgU.BHt5hEjwCp.data.org,A,62
walker.com,MX,111
sheppard.com,TXT,169
j3tdw.7ijlf.biz,A,191
santos-roberts.net,AAAA,189
g1z2yi6.t41g4uy.4ob69.orhb.xyz,MX,105
itk2ee.u3h.xyz,MX,35
ehum.tqnbaf.biz,CNAME,124
h0u3.pn8dsk.xyz,MX,69
5ypm2.hdl.biz,NS,115
kty.gqnue13.5cpw.6su3ci.biz,MX,87
hodges.com,MX,174
castro.net,MX,171
martin.info,A,196
ybs.83f.ubjec.rnzxv5.xyz,TXT,181
pogu6.0kfk2.e4hb.biz,AAAA,226
oh6von7g.sz0cug4.qlnv2o5.ymcbgv2.online,AAAA,75
parrish.com,AAAA,165
russell-harrington.org,A,66
thompson.com,AAAA,133
church.org,MX,214
wagner.com,TXT,182
Xf5BCLHZyy.9hMSOnwvGN.GdSgt67.tunnel.com,MX,73
boyd.com,MX,46
marquez.biz,A,199
6ac.euf2gj.chv07266.biz,TXT,93
garcia.net,CNAME,40
v1ZaeCBFcf.zNmtSxMToq.rG8NdZRLR1.obT5ZQi.data.org,MX,43
7mbae4u7.vwi4u.2ifh1duw.info,TXT,222
c6p.whyn820.biz,CNAME,76
pgfk4.3kgc.df9q.pde.biz,TXT,154
aeot9byl.iirikdl.rge45d.ff3m.info,CNAME,193
mueller.biz,MX,93
myers.info,CNAME,96
wpxqs.rey56.kqpug7.info,A,167
uyav4y5.c406wey.online,CNAME,194
nyba.s3odjep.biz,NS,171
ix9lvf.ikusth.xtj.anwr7.online,NS,80
5uy2.dj2ozgc.bjeypf2.biz,MX,213
campbell.com,MX,57
smith-wong.com,AAAA,48
kf6mejp.9gz4wppw.xv1.4lmw.xyz,AAAA,155
o572pp.w4ge.ibjpf.0uua99l.biz,A,125
thompson.com,MX,207
johnson-butler.info,TXT,181
garcia.com,CNAME,53
hJzbuQsd4k.qeDteDxFof.5E9vg7K.tunnel.com,CNAME,120
mathews-brown.org,NS,155
thomas.info,CNAME,207
LSX76PyJzj.h1FClbfiZT.34ShhVT76g.sJJM8k0Gu.data.org,AAAA,205
befr.78iuia.xyz,NS,220
qoe9.1fnjn.biz,TXT,124
ross-rollins.com,A,166
beck-nichols.com,A,121
williams-keller.com,NS,50
4ffv7ioc.stmue.bt40.ldq8exhu.online,TXT,191
cwprs6z.z1getfu9.71g4bgmx.online,A,191
sg6d1fr.im2l75.xyz,NS,218
ErPfCJHo6W.j3G8B63vv1.2bLpVVY6wm.7GW1zAo.tunnel.com,MX,77
gardner-gay.com,TXT,177
09pj1l3.6xi.kii.yr8eqx.xyz,AAAA,128
tucj4yd.6b3do.hj78fe.info,A,121
30elr.cmc.online,MX,209
hsL7oCdKyj.DkahTDxi7m.m9L.tunnel.com,MX,169
s2e.d03z.online,NS,158
baker.com,NS,82
c88xqg.glud.q78.online,CNAME,197
williams.com,NS,223
ih5xy.tlloyuo0.z7g.apqv7.xyz,MX,78
gilbert.net,AAAA,105
vDfTeMsnn0.0oWYQ2H47G.pMjf.exfil.io,MX,139
2e8mme.lyc.biz,NS,245
9uietfl.xc6bf.ayjp2.g7ql.online,A,98
smith.com,A,222
orr-peterson.com,MX,101
willis.net,AAAA,159
carter.info,MX,103
28p.zh3tl.wyl.online,TXT,161
3iola0lw.v9j8qs56.j3u5dm.2pwjlhi.info,NS,172
MP1lgoFGvY.bQZd3W5kjp.By97QToH.exfil.io,TXT,229
xq7pl22.ksn.online,CNAME,61
wj6VUGEDGE.Mg0ZxCMs32.9qY4O.exfil.io,MX,206
reyes.com,NS,119
ferguson-baldwin.com,AAAA,96
mMWzWjkqHI.Z08fS33FwX.MLJpDX9KXj.CP.tunnel.com,MX,88
zqc.5pthzyzt.ov9zn5.info,MX,107
4wGadpaLgQ.IMgL9mCf10.9gAPBwiAwP.CRom4DW.tunnel.com,A,30
BF3wDs0j9G.qvvouqM3bd.RtGWG7WQEz.0YwDFuW.tunnel.com,TXT,193
XrYYug5tMd.H5pWnsDfGI.IfolD.exfil.io,AAAA,124
brewer.info,MX,111
richards.com,AAAA,54
W2ayH5EXWw.vniSREpnWp.P4M.tunnel.com,NS,126
R3kC65oNCQ.2X1bLfMJGb.1zArO1.exfil.io,TXT,106
diaz-escobar.net,MX,173
marshall.net,MX,165
emBBTiyX11.gxhW2eJEOl.sTgz25.tunnel.com,AAAA,135
wvt95rtl.wa1r.info,AAAA,99
o7ma0.pyrbkjx2.e46qpp.info,TXT,125
cunningham.com,NS,71
butler.com,AAAA,42
cox.com,AAAA,60
thornton-bush.com,TXT,110
sm9z.s6hut.azl74cto.online,MX,176
PSaqxrHgVM.3HYUieZ7Ii.lRomxcJnk3.BX.data.org,CNAME,191
CgZZew1mao.3mW8satZrs.tJc8TrpQMQ.7Iuvsi.exfil.io,AAAA,82
hmw3p.t2o1.o9j.info,MX,231
wilkinson-gallagher.org,AAAA,250
martinez.org,A,235
IFw5YAs9Bl.1olAlbX9CL.MEcN0.tunnel.com,TXT,242
O31VnC3GXB.TkTQntoR4v.oW5LHC8.tunnel.com,CNAME,54
salinas-cohen.com,TXT,86
young-thompson.net,AAAA,47
graham.com,AAAA,44
RkxjvpvZo1.EqXBTtGhrJ.AEPeGO4Jz4.dKf.exfil.io,NS,195
cameron.com,TXT,78
bmw.ri2jx9so.online,MX,132
simmons.com,A,50
KA4lTgTeMs.jFU2DBjlgM.KWtoiNBoGx.c2l.tunnel.com,MX,207
