domain,query_type,query_size
H5ledfkhrY.Nw6dccJYyR.LcO84rG9Rn.QeOV.data.org,AAAA,218
mDhGkyH4Mi.XQgPNchnoY.zu2gp8zIc.tunnel.com,MX,86
r2m.z7qf.pjv8c.8apwrm1o.online,MX,38
RqyXvgvtBN.2POY6Jswwc.kVd.data.org,TXT,152
iqwRV5rLDa.0LhcrVOGQC.UJruY.data.org,TXT,238
8sh3q.qat.1x71v.info,MX,106
15n35d28.77e.online,NS,84
lvk2fpZw0e.0565XltvN5.p0.exfil.io,A,102
cxue.q8nu.axfq.d3lpyny.online,TXT,248
4vJEJ3O1OI.N0vuYp2TC8.coLsQ1cFMH.z.exfil.io,A,97
Yx1ZSWZDjw.jiiMmgBMHb.5qjSySImUl.AwtQwn.data.org,MX,153
EsmakS3rIM.RvvsjBJrQ3.CjCRzQZcGh.fdR9PL.exfil.io,TXT,169
mp9ftzs.kde5fh.x79.7bop1.biz,A,120
martinez.org,MX,40
ALAGCrVhWT.fYHLpmpdaZ.ExYB6Zc5HG.Mr.exfil.io,MX,126
ttQ3r97NAP.gcFpYkUYN4.jQRJZTFtm.data.org,CNAME,36
2H4BrFCyQ1.WcC0o8HG8I.B34jpTnrR3.RW.data.org,AAAA,89
Fv38IIkarb.kteIPSChfM.a4QcL.exfil.io,MX,89
peterson.org,A,62
lssjNkkbdv.Lf5OQgpjx1.MjOuCNviCV.I0uayph.exfil.io,MX,218
pelezn3e0P.32er1YxRJX.u5NTJNc.data.org,A,68
gyse.ldishwa.online,CNAME,195
garner-mccann.com,TXT,160
7idx3m0m.wuqpp.biz,AAAA,199
t1xg.t79e.ex5.biz,CNAME,202
z7ykLiwsxn.w6SyM9R6YA.0HFVMBIklc.PFwqp.tunnel.com,NS,87
0utOieVgOs.ei6YKCNNtH.Sum9KrH.exfil.io,A,117
odonnell.net,CNAME,92
yWxVLv9OH7.hnjBnrWhuk.bEJywvjZhO.HlTbSA.exfil.io,NS,127
2YedEp7rfM.Qi0Yz3ZBqW.cSR7w.tunnel.com,AAAA,187
kIvrtB0ONV.NwMO1ojth1.A085mt.data.org,MX,250
SpUIh4SFX3.7lQckfjLHn.4Irb3EoF.exfil.io,AAAA,96
ArX1SUkk2F.0Nl78wnvFG.72.exfil.io,NS,207
OtIEELbvne.MflL6wyai3.dwrDxBHyXH.M.exfil.io,AAAA,70
carter-peck.com,TXT,215
herrera.info,NS,102
whitehead-owens.org,AAAA,48
mSvj93Z6YS.P05Pi80j1d.Hu4r6qPSFg.4K3E.data.org,NS,32
wdl.c54.biz,TXT,128
w6t2xHVWpQ.1umsicHzCh.R9plDTxqd1.dPfC.tunnel.com,A,218
dHKirer5yV.Cz1SiUdW3v.voyfdWfB4Q.Bf.data.org,MX,156
o3bgr2alL0.DfVNj5AgNW.5kySIN6CDX.exfil.io,CNAME,70
fv3.kf68x6.8rac.ybg1k.info,MX,80
jsj8ca1NEc.NjmiSA0Ehi.YKghZfcuQV.9vGfqZ.data.org,NS,178
g91qm.cxupohf.iwit.0ycj.xyz,AAAA,206
jenkins-harper.info,AAAA,133
lzc8udkB5z.cfrNrNNgm1.YJmtYfzZXI.mDTMr0fNC.exfil.io,A,153
RynFDZxWdL.DAxR3oyDbP.PsGwpR.tunnel.com,AAAA,121
lVVKzKyLi2.UIXlBgh13p.p.data.org,TXT,200
larson.com,NS,109
tqRKttv9A0.CZsHeOctzi.BBWcBf.data.org,MX,243
blake.net,MX,148
HJgICkdoeO.Oyc8fs9a8J.V0XQbLpfq.data.org,TXT,40
PlnVHgKVAj.ud8wIvgTWW.gGoCzEA.tunnel.com,NS,80
qb9i.7jtcnadm.gtlt2no.0rmrf76.xyz,A,180
u7br6fiu.vjhivdrn.oghjs5.tctri.xyz,A,87
iyr8a0IHps.Ab1CTu1ov4.exfil.io,CNAME,177
U2ET7Eg3L4.vrlrQg634Y.qr3ld6s.exfil.io,CNAME,183
K2VVLGkSkC.WhkqPoPowq.t73ZvxVwY.data.org,AAAA,135
PaU75TYlfV.by3epCzVzH.qI.exfil.io,AAAA,91
0sBimGvmwP.qCMYPQOVFV.oXdnchoAet.exfil.io,TXT,81
harper-castro.com,AAAA,176
QAgeaHfWeP.7KdgRz6kbc.uTW.exfil.io,TXT,96
9jwy.eic4othn.ec4s.xyz,CNAME,232
lewis.com,CNAME,81
k7a08nWWnh.7pjBGYock4.9Ns.exfil.io,MX,187
owebB2U8HT.af8D8LuFwg.46UPjXdJp.exfil.io,TXT,35
perez-lopez.com,MX,41
lewis.com,AAAA,234
shaw.com,AAAA,110
vt3xklui3m.snWn83XtZt.8xp1.exfil.io,TXT,167
99z8.05qydj.2eocexiz.trz.online,A,154
FeYUDaKH8j.Yz9eG87ITP.IKkMaIP8wT.BMq.data.org,MX,200
Ul7WBX9ZtG.lMdPdorooK.STMeCM.exfil.io,MX,169
5LU5TM3U1G.t00yPM9iDe.8BwkAp4.data.org,AAAA,166
4naRgVSTet.C6oOXKBgjT.v.data.org,MX,190
lp6.fif.cryg.xyz,AAAA,79
lopez.com,CNAME,165
P1hCWsux2R.xKcNLzDKho.zUR8b.exfil.io,AAAA,162
3FPANwc75i.k8nVuxxns0.ICqrBV5ZpY.XmRkd.tunnel.com,NS,49
tiZAVQKjd6.OzxHYWOXRe.5WJx6g9cp5.5b5oOOheIp.exfil.io,CNAME,57
OMtEbWtDbI.5LufzyX7O5.5ReJR6Nevt.MAX7oIbE6v.data.org,MX,247
MkbWx0Lbi3.dUWJFBRyEb.QVjPhqnq.tunnel.com,AAAA,123
Koh10pqsDU.7INrVqETy8.TMiyVrKgRo.WrpA9.exfil.io,NS,77
HFmPriaMy1.grpD4ifN1z.I2sADy7UC.data.org,AAAA,238
qqlhxb.diwx.online,CNAME,76
Hen0sySrvm.iaG5DRMyG2.K9ul7G5S8G.Tv.data.org,TXT,172
FvZZ50dThx.BwWFSzaFPf.H9.exfil.io,TXT,161
fcqZbbYj8q.gayAxVEEYj.8nPvzQHN1B.sUfN.data.org,MX,245
smith-wilson.net,TXT,169
VKRsPsOqTp.eR2xWXgqTr.yf19l0A51L.wHdOeq.tunnel.com,MX,194
MkmVBrHvhD.ai23gn6uyW.LWgqERrnpL.Fobe5oZ.exfil.io,MX,30
martin.com,CNAME,67
DJJV692Qjm.FdzbdJvF5e.sWlUlkJLbq.7.data.org,A,130
jacobs.com,TXT,229
WEUwjnIsc3.SHT27AYfJQ.Ajc5UpUuON.Sbb7bA2q.tunnel.com,TXT,37
N64xwzx9p0.nvVpTcGdJZ.yzcf.exfil.io,MX,135
jvMq0d62WU.a2CR0bMjeK.dgqjnf.tunnel.com,TXT,235
tF4rlLESf8.nsq4xz6kRG.fA8j9bL.exfil.io,MX,133
qjYSVQPFk7.P69HbuB8PI.qf3I.data.org,TXT,125
gqtap.4xo.n6773c7.kfo.info,CNAME,134
i9VVngdMvS.TU1gaUtqxx.l6m7Y3gbu4.GXu8YDVJ.exfil.io,A,168
M6sglohiUC.D0ZozcIrvC.HvpKYWV64c.TVxp.exfil.io,AAAA,206
NmnuUlH42x.74sbEoSNsy.q.exfil.io,MX,169
dVsg0aCTqy.jMiHr28jxH.QBMpI2xv.tunnel.com,TXT,201
kOTBtm4KyE.RFBi1bji1l.vtV3JPwH7i.h07Fz2YQA.exfil.io,MX,136
pt43LVlGgf.TWNAi0ibkN.n2eYTnIp81.lV6x67.data.org,A,116
smith.com,AAAA,105
k4dSxdDtRg.wrM6vOf0Gf.z8RawxOpgb.9OuDb3vqb.tunnel.com,CNAME,85
NnMV52cZmC.asIWEekbmA.Uip7KIRSav.VX.exfil.io,AAAA,223
donovan-chavez.com,NS,221
blair.org,CNAME,65
werner.net,A,133
QoiyR7lrYm.p34UPWmjON.JeC.data.org,AAAA,165
z1k.w99ra.foo.biz,TXT,48
carroll.com,TXT,179
9UCFkP2kC7.lY4XPjYRAr.7yrH1uz07k.podpahr.exfil.io,A,126
m49QUctRpO.wuC2M69bam.liV2p7JLap.uV.data.org,TXT,44
TndPPRiRio.aT0HyMHWBV.mtb7SvpVke.J8Sx.tunnel.com,MX,195
kim-singh.info,AAAA,66
9wMBUMT94Y.i5EPTTvESn.m5XY92.data.org,AAAA,56
FGrjHmJozy.bVKujzVYKu.l6pimgv8w.tunnel.com,A,58
thornton.com,CNAME,94
k4i.4wokki.20k72fi0.xyz,TXT,190
qtHMTB4ZQH.euopQflb6r.d3fmkHa.tunnel.com,AAAA,140
lo8l56ROk9.sZIIpirIOP.UfyblsC5fa.ec9lqKdU4.data.org,CNAME,33
johnson.com,NS,92
w4qiz.j718m6.info,AAAA,198
gof2l0bn7X.13KH1JbaO7.OsuweLfOT1.RtTm.tunnel.com,A,51
vmq1ai.zc97bk.4qxg.xyz,A,205
m3on.lxxrv.info,CNAME,179
tclwrx70.s5v2bsyc.idgjq5tg.xyz,CNAME,71
7ob4.ekbs8t.fv4rt.qu2x.online,NS,161
davidson.biz,TXT,179
newton.org,CNAME,114
gNoCcI2SBW.XA74aJNzD8.QrynwrO5NI.5hXNL3XSNJ.data.org,NS,72
kMe55W84iO.1NODHzsvSX.m3iCuWDt44.2.exfil.io,NS,193
ZmGK2E18yO.2W8ktOI0B9.7eOACw.tunnel.com,NS,70
ThspPUXn5j.26BnCFbOAh.fMM.exfil.io,TXT,193
CcbF4nah7i.YCcMw7g8zw.nQSMflkyre.cqT.data.org,AAAA,76
oVyk6fE0jT.Y73zrJ2ez0.iITgRCkQKW.ch.data.org,A,81
Pf6Uk6DJZQ.une4l3Z2uE.NnYd6y7gKA.f4sPdLi.tunnel.com,CNAME,229
7rq.s2iak8.xr2xi9.info,NS,139
pyfnT131G3.16JCQlKz6x.Xh.tunnel.com,MX,101
atTdcOPFoP.vsVdtfvePT.XlxbzEhNs9.dEef.data.org,MX,226
V0guL3b2kh.3zpEceWa9R.jil6nREL.exfil.io,MX,199
O9JKDAU0QN.ffH9S2xMMc.R2t3FAKmhf.wJ.data.org,CNAME,242
watson-hardy.info,A,70
PTEzoA0WVW.kfY7U84p8r.GYCSlc0QLI.data.org,MX,201
dAOspfXvFo.xR37LRU5HR.livavXTyK5.HIbCoBf5a0.exfil.io,CNAME,182
lvRypVn6Ni.AVNCYmxCRb.KZmkXnpL6K.LSEt.data.org,A,60
yib.md7qwuxh.info,TXT,158
8pul98.ewr3t9n.5g2xvn.info,AAAA,46
cqfubZ1A3j.JVQ9HvMtbi.dJM2VrJeBW.mQSmdWY.tunnel.com,MX,78
tb7htI4eKF.CEDllBZYn0.TxlwJRzOjo.j8uo2.data.org,MX,130
hernandez-romero.info,CNAME,148
uocIlK4t8p.k8pxvjt76m.9UUmrnxz1W.Cu39uo6.data.org,NS,236
osborne-chavez.org,AAAA,200
sABQzvlJew.xQLctfoky8.IJcrxN94BL.gTsEF8.exfil.io,A,182
GYL9oK5AlL.5MkQUBfKC3.6yOaSiGEve.Qke.exfil.io,TXT,229
NfP0zFjYxa.DkqAc7q5Iv.6YQ.exfil.io,TXT,85
orIDkSV0Ps.yJJNkQQgs2.tunnel.com,AAAA,84
HiKFR6bhok.lGtmd5nqEh.2ObnSq4BDo.vU.exfil.io,A,230
7N0IENEqiX.ceYqFHfZ4n.kPDcTpflat.HZJEkcB.exfil.io,MX,195
u8djdx3o.hb68.6yqu.info,MX,127
pratt-phillips.org,A,213
booker-howard.biz,CNAME,77
sf9igqP9kF.Seju9v06iY.RN9sf3z7N7.LMPCEQvs7.tunnel.com,TXT,170
d14MqERcgM.tO4ceLns4j.6Ugly8eVO.tunnel.com,MX,89
2ZJ2G5h5VY.3zuXN9D54K.oxSkPwxa8h.LP.exfil.io,CNAME,224
ht5cf.pd7w.xyz,A,194
N0rrwR92on.pbJMZ0AjZ5.XzjiH9wK90.nbcv.exfil.io,AAAA,84
aOkKMo7Y05.v4Q67k6ssg.gxSltJjmqP.VwfQx.data.org,A,50
ZsUqTqv5By.8Hkf2q1aWd.CkpdxlEoC0.S8O1.data.org,A,244
stevens-lyons.com,AAAA,197
LXvM34Iw23.jKh8caALlW.v4mkDAEg.data.org,MX,40
Pns48odD8S.musgBNBetd.ywkIunNyLD.4lVM1S1P.data.org,CNAME,87
hvvtZ8eiL5.cC874pdvFo.O.data.org,NS,215
2JawQ44nmI.flEGJU6V3S.awZuASS0fw.82qBL3eHF.data.org,A,82
pxltzm.yet64.online,CNAME,70
yoder.com,AAAA,51
Essmhc66YW.gCwT4mb2BC.dNCW7H3n0u.MBZylK3.data.org,NS,105
XkGHmuPMOp.RUASK5TGqj.56.exfil.io,TXT,98
krV3vDVWqU.YyUejKR6X5.K4zixNLCEx.3.exfil.io,CNAME,169
8OxbjpEPWz.NSic9J1Zc5.H3Llb4VK9s.rfFQ0.exfil.io,CNAME,154
lvw.8txqrxf.iqwatb3m.biz,NS,150
jackson.biz,MX,84
5t0sFXUHkS.f9xV9bhnjF.TLIG2lNZHK.VO1PCb2o.tunnel.com,AAAA,216
moreno.com,MX,183
5uOD1eZLQI.btOPT6x4OH.rYaColxU3L.j7HCeBeU.tunnel.com,NS,228
krause.com,AAAA,131
ca1bd3.mxldg.zzcj.info,NS,98
HATZwPCdZI.nkqA5ijlET.IyQDApgdwc.a9yNlj.data.org,MX,144
x35.ziwf.yaxwqc2.biz,AAAA,118
fnj0LP2wT6.hcXpcNs9rH.G9Lm2RbtxA.risYKBV.data.org,AAAA,119
ZFn3R99eHM.YL0hj87QYi.0vLeT64XPQ.e.data.org,A,157
mullen.org,CNAME,231
collins-ali.com,MX,239
lee-sherman.com,A,210
pvklbjq.aqlw0.agl9msao.info,NS,107
kpRtSCBHSp.HLE21DSFTm.l7Dwa.exfil.io,CNAME,84
thompson.biz,A,238
sICeRNMWxW.1mfvXFLkHA.MxQ03bgqOx.09X3OH1l1.data.org,NS,168
c2Hm7YrBpZ.ILU9KN5JCm.mh.exfil.io,TXT,92
P9iUXerDaJ.axGp2XH9PW.dRi.data.org,TXT,158
f63fWuw2hy.z2Bx7FftiO.Cl78xQBlnY.McywCYOXa.data.org,A,179
SPiKqk5MAx.6TjMdbrrmK.VXCks3aJBu.KvyJ2Cl.data.org,TXT,70
Do5L2SwHZK.8Sim12dIwV.RuhKzIUqOo.XDUT.tunnel.com,A,181
u2wzus.niwzcxm.t8d.xyz,TXT,113
wYn5OVzMs2.q6AEfCIh1h.KHLk.data.org,CNAME,133
ckrfxq9.g10.xyz,AAAA,203
AWbvy3m7H3.5XgrWeumdZ.lBSaIo.tunnel.com,MX,137
LL7DzGin3M.moINtwciLE.X.exfil.io,NS,128
ofrfv85.kicwf93.vpaven.xyz,A,244
Zdo18UyweZ.n1btxsxy6e.DjlIMLDOUh.Askui.exfil.io,MX,180
3YzSH1z71K.FWqMpsM6lc.jnbaBoes5C.UWS.exfil.io,AAAA,49
w36y.jfc1hd.biz,NS,146
iKzVa4sgnL.DW31oE20Ba.vqMhHHKShi.sOxyq7xsI.data.org,CNAME,86
UNcaRTVVFU.tstaOVlHhS.1lExk4yEa0.597mV.exfil.io,A,62
Kyy8a4vTYj.sSpebg1hJr.bzpEIMV6.data.org,MX,90
cjl9j.j3oho3jr.xyz,CNAME,169
hines.biz,CNAME,153
yPj3aQ2Shz.mdjPg55hiD.6rWl8dYdVK.9u.data.org,A,188
simmons.com,TXT,43
f4m6nol1.gwawb.54ot6wrr.myfyea.xyz,MX,186
wood.com,AAAA,189
css.9lo.xyz,MX,181
8jhq.oia4.lgm.czbtzja4.biz,A,37
KxF6FULkFv.bsOkugEwwR.cb6RTimO4l.avqN.data.org,MX,133
VVM3AvDHR1.vhUQQQ2rhD.ng1YwEGCqH.RqTBcU.tunnel.com,TXT,236
uip3k6.su57n.online,CNAME,242
sw0w0kr.togdkg8j.3m8q.4jm.xyz,A,237
xal4st.fhe8eh8d.qdbtow8.dowu.info,MX,224
7c9.x4tm.xyz,A,33
bradley-taylor.com,NS,57
58f33G1b4L.UzZAOJU5HE.data.org,NS,199
hebert-nguyen.biz,A,34
lamb.com,NS,223
mcguire.com,A,78
reynolds.com,CNAME,224
ZNnw8PYqj3.zB9YOkNAfe.ZJu5ttbH.exfil.io,CNAME,139
YAfiQ6oB5k.RGkzPiYvuP.bi32N0SXWX.3vmMopnWy.exfil.io,MX,55
6pPirFa9CT.FDp9VhBmrj.shPMJ796lW.nD.exfil.io,CNAME,232
avila-mcclain.com,MX,178
oVpJolUQIB.BlL1AHXV9Z.S4of3lvHIy.Nd.data.org,CNAME,139
cVUYFMavRc.iXWGBaNJYo.mPiTrIUjG.exfil.io,NS,173
rmmnyjk.fanou7.xyz,MX,157
wUHl8dF1XN.l6G7muNoZ0.IRjxmDKDD.tunnel.com,TXT,47
qbtql.v46gpjpm.7hv.rf2gf.biz,NS,42
mckinney-hall.com,CNAME,198
1MZ6RB2ZHW.LfEqpY4AAO.Oz0VsPj.exfil.io,MX,66
wucYCDZUnW.0ZnljPEkLv.x49cS5SWwU.D1tQpv.data.org,A,86
0a1zI1VgiN.IsVTajecyE.GmAGdXIt91.gwA30qDI.exfil.io,AAAA,205
nielsen-walton.com,MX,34
6ld8p.qdftr4v.biz,MX,52
eNbs9RLWFA.LzxwAzFkF5.M6rbsOEBWU.KKe.data.org,MX,50
Bm1msooylE.SDLyKEMmoR.70p8uymI.exfil.io,A,240
53lh8p.kgofoz2f.w7wo.pqmzgn.online,NS,131
orozco.biz,MX,172
nash.com,TXT,123
Y7SWixFG0R.uk666yWhre.wkyNOvgMxM.jAf.exfil.io,A,170
qPPtUKCrrn.Ws87lDhxL5.TwsXplEuYu.7XXWyoED.tunnel.com,AAAA,230
WnEQPaV9s0.7uDxH05HPe.QpmQ.data.org,NS,188
black-little.com,CNAME,153
ortega-walker.org,AAAA,245
ibM35LuLTO.SWuuvyA91h.udQI3OsmzQ.2077QBp.tunnel.com,MX,93
hodyu.ud8g9g.avv.info,AAAA,184
VNtBCqxJE9.VYLePRH6HJ.data.org,NS,110
AeQaiZrjtd.wio5EEy8UG.KRjkq.tunnel.com,TXT,39
tkk.onlhb0wi.biz,MX,215
sf8dKMljwW.KMVaUyTEDz.Vjnb6NAonY.fCnEf9.data.org,NS,136
OzERCwr0jg.oARH7Dae9X.8.tunnel.com,TXT,181
VS1eOoIMaW.94nTLLi4cn.v5I.exfil.io,CNAME,219
ross.org,NS,250
tPu3gnTckc.QjR8QeajVx.fX2iwEzo4.exfil.io,TXT,158
msBFwJ0VYH.RSj7C2fDVp.5bF.data.org,CNAME,92
ja8cmrciOl.8eehG9GO7t.bIkXHF2FnZ.Hr.data.org,MX,73
J6y88hm0WG.gnqOciQu4p.j3L8auzHPU.exfil.io,AAAA,108
a1Swg7b3ic.yQNFRwAUNl.j0Oe0wkXOD.f.tunnel.com,TXT,64
tVyrFjy6o1.zP6Mti3kvo.9FRcS0BBy.tunnel.com,AAAA,86
FA674Bs1Yz.k8uqpgGF3v.2e.data.org,TXT,74
DLhKDZnP8m.9yY6Kq392B.sLDMDr4DLm.data.org,NS,126
martin.com,NS,247
i6fuj39n.gvyav544.biz,A,214
HKTLY7DHW4.zoH4HlTZsn.e95yiZG.data.org,MX,176
schwartz.com,NS,97
ho.com,NS,77
Teux5gpKmh.ourQStzOdD.As.data.org,MX,115
harrison.com,TXT,105
cooper.com,AAAA,31
K3j8JEw5IL.KRQPq426pI.pzsl5q17OW.3.exfil.io,AAAA,234
a4lx0.q1kqw.090mg.xyz,NS,176
5s9AMxFIAB.QiSjjF81Wq.ycm7T.data.org,CNAME,213
585HOMbNiZ.vpc0xe9zXG.zkeoRfe.data.org,TXT,35
turner.com,A,205
G2YnC2tfKm.PhZVzz8hvz.xndjHqeLS.exfil.io,TXT,79
gonzalez.biz,TXT,107
young.com,A,231
4lfu1lbSoV.nC8kpfXp6a.J8Vh8pCz5q.CV0.exfil.io,MX,172
CPEU7nGnlA.B9of1v732m.pKEE8dyiL.data.org,MX,46
OImBgcy1jS.T1ggqeu2A7.fPei2O3Kq4.B7.exfil.io,A,161
FajH4TbwIQ.vyexWw3iat.giedlgDF.exfil.io,CNAME,97
pwda9.7n1s.ejiniiav.6joa.xyz,CNAME,49
R7T7UEcyGj.H4G2B46GVt.aYXPhiOjV.data.org,AAAA,87
garcia.info,A,36
bell.net,AAAA,72
6mRww5a2sb.EWo4v9XiOp.3QPgwQRjxp.y7sDqwToef.data.org,TXT,154
7h2fji03.nc4hy161.it4tx.w2o.xyz,AAAA,163
IgZ7uxQwKe.5YJb03mCyV.v79CNiR4dN.NUjByg2hU6.tunnel.com,TXT,81
1BOsIvm0Gw.FDScdmegEh.ZAWrPkU3mE.Y9avTNU2Xj.tunnel.com,AAAA,80
3PVzVSC3OQ.UodO1rPQlT.qJVESFjqkR.gCSJCRDrLK.data.org,MX,61
3c8i.5anr9ne.info,NS,36
clark-lane.net,CNAME,210
x6ktt.el8oe44.xcw884.nutell80.xyz,AAAA,107
0M3Kx0So3J.Uby67lSA8g.m1b.exfil.io,CNAME,87
p69a.ut6ip14.4bef8z.a691cqt.xyz,NS,42
4i1n.c6l25.7dt2a.tjk.biz,A,249
k3NPfXTzRW.sIJ8RQRi9u.jD0td.data.org,AAAA,221
8gkj7a.gflf.eq46.6sk6p.xyz,A,138
TuswuQzmwu.hJhzPM4yWv.Tdwx0UwaLa.t4whqglM8q.data.org,TXT,152
YPYX8DPbMC.LR27v6871V.RliYTgKT.tunnel.com,NS,250
ygbmUV72aB.cpHvyXyUEw.XMTGAiAu0E.fH1YSEjcI7.tunnel.com,NS,132
9ae5.sc011.info,CNAME,49
torres.org,A,184
BRWJDqWMiw.axeFmJm9Xw.lDXCW.data.org,TXT,56
pollard-reyes.com,NS,227
0cCX53mBXb.AIF4wewKN8.Hg.tunnel.com,MX,164
qHIOSniJiX.tG3KVYgvmU.iHYl.exfil.io,AAAA,53
Pd02PdWegm.GEKbRFP4gh.VPjD0nSG0i.2XqrLhPT.data.org,TXT,88
9qSjvu9637.yNuNIlvFoI.B3P3Byq.tunnel.com,MX,203
moreno-sloan.org,NS,244
5b8ZfavjI1.GTu4onP1b8.jAHwDFDs4g.Kp6ke.exfil.io,AAAA,150
w7bACZvndo.o6ySoDhFiG.eybxpJXAig.SLpWTXxtl.data.org,MX,220
davenport-vasquez.org,MX,43
z58rnll.79cn9k.xlp4tjtb.zzikql.xyz,MX,84
WjBhzcSjI1.trvxBNcfwb.of5GzByeWk.A1VqB.exfil.io,NS,119
mack.com,CNAME,92
bailey.com,MX,157
81pskbs.f74ht6t.xyz,CNAME,124
v1ojpOHc03.EalBwvWJ0g.Sx9BrMjSub.zSKvhG.data.org,AAAA,206
tgr3b.c6t.qkk.e3v6gktu.info,NS,115
T1Sg1v5yRu.bTE6jdB3MP.HXPZl.data.org,MX,129
lS1IznzJOX.CkEiqX9Gt2.16nj.exfil.io,MX,109
I4AzPM7O1f.OWK3E14QoJ.RWIyZLyv8.data.org,A,74
5tlXZ8mcSJ.cJP6NDkTLG.qIMAG.data.org,TXT,249
X1y007tMKl.HdEuBMHIo4.RwGlkqtAY9.U8.tunnel.com,AAAA,88
404pd4ol.pi0qivwn.jnrid.k1dp8dc.biz,NS,68
g1p2.rv6.info,AAAA,162
ztuUc9QoAO.nXNoxxAFn1.VgU03VR6Nn.kogy.exfil.io,NS,224
tl2hORux9L.Vw0TesNC8Y.xHe31KVE.tunnel.com,AAAA,54
hsq4i.a39o.341923bo.j9y.biz,CNAME,178
xesyo323.vx8y1l.ont.ol3dxkfa.xyz,A,239
d1mn2la.jh88o56.tcf.biz,A,120
z5tr.9if7jz6.s9ox9x6.jkvt.xyz,MX,67
WQINqpc4cq.4Lab5afZTQ.M7hQkK28P2.zbuSx4NEa.tunnel.com,MX,136
z2aPksHRBj.liW39dKdDS.hpOsoinE8z.1cf7yJr.exfil.io,AAAA,51
JFH9n5dsKy.tPOGRzJ4ix.tunnel.com,MX,232
9pPskfCRy9.e3SsVftrya.FmhaDcJTfo.u4I1DymX.tunnel.com,A,116
jones.org,AAAA,207
xlAYC17Hq6.HzZFofRThf.pHWkPO6zV8.c5sTHxML.data.org,MX,119
2ec.nbr0q.online,NS,217
VmM89xfzVt.ToxEfHVtRa.exfil.io,A,54
zMkuZhtTQg.x2K8fiZSiC.2lHeGWj2kS.eq.exfil.io,MX,116
FtexYboWmh.uhlXrrJ0R4.gUT1Ii2Znd.KsYR.exfil.io,NS,65
G7eVLvb1Fw.RUvxnRfmBz.GtFn4oHZ9H.aMjAb.tunnel.com,AAAA,136
mfJJlJW0we.ySGfmoXmAE.sDmtBGPWc.tunnel.com,NS,88
zo2.ew3um.biz,NS,95
YIGCfYGKVT.W5CN8VKnxU.4jw01K5JuW.gw.data.org,MX,46
Mu9Dkbm7p3.000JtuYCxl.MxOwqMTw7q.Wual0NZ.tunnel.com,CNAME,123
qrMzI5NvVg.0U8sUHjRTk.46.exfil.io,TXT,179
y37N42qGy0.bmAgi4aCHh.tpkdNYkU.tunnel.com,MX,221
9PcH3j3y52.usfXyYNWMf.yJ6yHMEVC8.Tw14dlIB.exfil.io,TXT,218
nstVKyrPbR.6W4N4Q9phr.iNVfQ3Aye0.uK2TpR.tunnel.com,AAAA,119
j33u.84n.biz,A,178
fbhpx5RXHI.5sNRu63NID.rC.tunnel.com,MX,141
ISObwNl49I.iWZDNgLNYE.MnItZTw3Cv.tKS0.exfil.io,NS,206
walker.com,CNAME,162
bowen.biz,A,81
barber.com,MX,180
villa-pennington.info,AAAA,246
h1eZVfIEXc.JJSGtS2B2M.GFwateHhfH.l663HVHyvM.exfil.io,TXT,46
scyN4wgaZu.QGA9BJgcfA.3aPCOGUrqE.data.org,MX,191
aguilar.biz,CNAME,97
ecZBLOnPv0.pNThPi6G47.YqJPMK3vC6.Likov5.tunnel.com,AAAA,250
gallagher.com,AAAA,74
gxk3.wl5bedu.xyz,A,163
xcHGaUGQAn.S1VKLtjb0r.a7fwfsFaMS.data.org,CNAME,223
2tZpcVGQzK.LlUD3qqpqn.DyxUBGfP7.tunnel.com,TXT,62
ko8aw7kvjO.b1Onc1jA5S.exfil.io,NS,210
flores.com,A,81
4OloQDKezP.Wjbzx9PCP8.db.tunnel.com,TXT,32
gonzales-evans.com,NS,216
V0zRDOPfMH.eDREASNIn2.yx3GMeun3w.32NU.exfil.io,AAAA,171
VKYnVjV7oc.z2iybDRlKF.KH.exfil.io,A,231
Lh68XTdrrN.cG5Anzts8N.2YvVB.data.org,A,72
ford-hoffman.com,NS,86
fKUInd36v3.PeuZ96DmJf.bkZLhfLy2g.uNYryW1q.tunnel.com,NS,218
schneider.com,AAAA,157
ljaAyRfiPB.6g9ein5dYh.jDjmBtzrit.uSB4wRP38.exfil.io,A,169
bLBK7r6dBJ.Fki9bjngP5.DO3a9MRKIx.TUH40nFQ.tunnel.com,A,193
ballard-martinez.com,CNAME,206
ye32.w3hyq.k3o3.h71.online,MX,189
ev6qrs8kdK.fyIhn7X5ud.a.tunnel.com,CNAME,80
7pyz.ip9wo7.info,AAAA,171
vFrp0g92aM.aBwF2AsqYN.Od6D.tunnel.com,AAAA,69
wVGnJdDABp.BDwQ46jFAa.4eZ7r.tunnel.com,NS,246
k5SzoHuMYk.STmLdirH4q.Q26u8vrh.tunnel.com,AAAA,60
kkoAMTCiOn.MEoy3KzTnK.AFVwY2X1m8.kpPkDTiB.exfil.io,AAAA,78
stanley-long.com,AAAA,102
qUhU3w5tra.89OHe88rfc.CN8dOcfxDl.Znar.exfil.io,TXT,161
VGQPR22Rsc.ZpZAKWB0Hw.BTQbYvPfi2.tunnel.com,CNAME,151
campbell-williams.com,AAAA,199
qikkxi.zcoo9u.biz,MX,100
HMotzHpoDQ.3WsscuhPDX.YAsf5P0V0c.ixUv4PYps.data.org,AAAA,194
wk8907X76Q.auQFd20UH2.j.data.org,A,108
